,GENDER,EDUCATION,MARITAL STATUS,UNION MEMBERSHIP OF RESPONDENT,UNION MEMBERSHIP OF OTHERS IN HOUSEHOLD,CURRENT EMPLOYMENT STATUS,RELIGIOUS SERVICES ATTENDANCE,age,voted
3002,2,3,1,2,2,8,2,36,1
3003,1,4,1,2,2,1,2,37,1
3004,1,3,4,2,2,1,1,46,0
3005,1,2,3,2,2,7,1,71,1
3006,2,2,3,2,2,1,4,56,1
3007,2,4,4,2,2,1,3,44,1
3008,2,4,4,2,2,1,3,36,0
3009,1,2,1,2,2,7,4,72,1
3010,1,4,1,2,2,1,4,32,0
3011,1,2,1,2,2,1,6,53,0
3012,1,4,1,2,1,1,6,49,1
3013,2,2,1,2,2,1,1,35,1
3014,2,2,1,2,1,1,6,62,1
3015,2,3,1,2,2,1,2,49,0
3016,2,7,3,2,2,1,1,53,0
3017,2,3,1,2,2,1,6,53,0
3018,1,4,4,2,2,6,1,29,0
3019,1,3,4,2,2,10,4,28,1
3020,1,4,4,2,2,1,1,28,1
3021,1,2,1,2,2,1,2,38,1
3022,1,4,4,2,2,1,1,29,1
3023,2,4,3,1,2,8,6,38,1
3024,2,7,4,1,2,1,6,38,1
3025,1,2,1,2,2,1,1,57,1
3026,1,3,1,2,2,5,3,37,1
3027,1,4,1,2,2,1,6,54,1
3028,2,7,2,2,2,7,4,74,1
3029,2,2,1,2,2,8,6,42,1
3030,2,3,1,2,2,1,6,54,1
3031,1,3,4,2,2,1,4,29,0
3032,1,4,4,2,2,1,1,27,1
3033,1,1,1,2,2,7,3,81,0
3034,2,4,4,2,2,6,4,28,1
3035,2,3,2,2,2,1,4,65,0
3036,2,3,1,2,2,1,2,63,1
3037,2,4,1,2,2,8,3,36,0
3038,2,4,1,2,2,1,6,46,0
3039,2,3,4,2,2,1,6,32,1
3040,2,1,2,2,2,7,6,84,0
3041,1,7,1,2,2,1,6,29,1
3042,1,3,1,2,2,7,6,76,1
3043,1,3,4,2,2,1,6,29,0
3044,1,3,3,2,2,1,1,34,1
3045,2,3,1,2,2,1,6,28,0
3046,2,4,4,1,2,7,6,61,1
3047,1,7,1,1,2,7,6,63,1
3048,1,4,1,2,2,10,6,44,1
3049,2,4,3,1,2,4,6,67,1
3050,2,7,1,1,2,1,6,42,1
3051,1,4,1,2,2,1,6,66,1
3052,2,7,1,2,2,8,6,39,1
3053,2,4,3,2,2,1,2,53,1
3054,1,4,4,2,2,1,2,36,0
3055,1,4,1,2,2,1,2,28,1
3056,2,7,1,2,2,1,6,55,1
3057,1,4,3,2,2,1,6,54,1
3058,2,3,1,2,2,1,2,38,1
3059,2,4,1,2,2,8,2,35,0
3060,2,2,4,2,2,1,6,50,1
3061,1,3,1,2,2,7,4,77,1
3062,1,4,1,2,2,1,3,49,1
3063,2,4,1,2,2,1,6,49,1
3064,2,4,4,1,2,7,6,70,1
3065,1,1,1,2,2,1,1,67,0
3066,1,4,1,2,2,1,4,59,1
3067,2,2,1,2,2,1,1,89,1
3068,1,7,1,2,1,7,6,66,1
3069,1,3,1,2,1,1,2,49,1
3070,1,4,1,2,2,1,6,33,1
3071,1,7,1,2,1,7,6,72,1
3072,2,3,1,2,2,1,2,48,1
3073,2,3,1,2,1,1,1,53,1
3074,2,4,4,2,2,6,6,26,0
3075,1,4,1,2,2,1,4,37,1
3076,2,4,2,2,2,1,6,49,1
3077,2,7,4,2,2,1,6,42,1
3078,1,4,1,1,1,9,2,37,1
3079,2,4,1,2,2,1,4,49,0
3080,2,4,1,2,2,1,1,60,1
3081,2,4,4,2,2,1,2,40,1
3082,2,2,2,2,2,7,4,84,0
3083,1,2,1,2,1,1,2,43,1
3084,1,2,1,2,2,7,4,78,1
3085,2,2,1,2,2,8,4,56,0
3086,2,1,1,2,2,1,4,50,0
3087,1,4,1,2,2,1,6,64,1
3088,1,2,1,2,2,1,2,41,1
3089,1,2,3,2,2,1,1,55,1
3090,2,3,1,2,1,8,4,27,1
3091,1,7,4,1,1,1,2,30,1
3092,1,4,1,2,2,1,2,36,1
3093,2,4,1,2,2,1,4,26,0
3094,2,4,1,2,2,1,1,39,1
3095,1,3,4,2,2,1,2,26,0
3096,1,1,1,2,2,7,6,75,1
3097,1,4,4,2,2,1,2,26,0
3098,2,2,1,2,2,8,6,61,1
3099,1,2,1,2,2,7,1,75,1
3100,1,4,1,1,2,1,4,46,1
3101,2,7,4,2,2,1,6,53,1
3102,1,4,4,2,2,1,1,46,1
3103,2,4,1,2,2,1,6,40,1
3104,2,4,1,2,2,1,6,43,1
3105,2,4,1,2,2,1,1,31,1
3106,2,2,2,2,2,7,6,88,1
3107,2,7,4,2,2,8,1,26,0
3108,1,4,1,2,2,1,1,55,1
3109,1,4,4,2,2,1,6,25,0
3110,2,4,1,2,2,1,4,48,1
3111,2,4,1,2,2,1,4,41,1
3112,2,2,1,2,1,1,3,51,1
3113,1,3,1,2,2,1,6,66,1
3114,1,2,1,2,2,7,3,72,1
3115,1,4,1,2,2,1,1,34,1
3116,2,3,1,2,2,1,4,63,1
3117,2,2,1,2,2,1,6,59,0
3118,2,4,1,2,2,8,1,35,1
3119,1,4,4,2,2,6,4,31,0
3120,1,2,1,2,2,1,2,49,1
3121,2,4,4,2,2,1,1,29,1
3122,2,2,2,2,2,7,6,72,1
3123,2,2,1,2,1,7,4,89,1
3124,2,4,1,2,1,1,6,39,1
3125,1,4,4,2,2,1,6,60,1
3126,1,3,1,2,2,1,1,42,0
3127,1,2,2,2,2,7,6,88,0
3128,1,7,3,2,2,1,2,43,1
3129,2,3,1,2,2,1,6,65,1
3130,1,2,1,2,2,7,6,73,1
3131,2,4,1,1,2,1,4,44,1
3132,1,2,1,2,2,7,4,67,0
3133,2,4,4,2,2,1,1,25,0
3134,1,4,4,2,2,1,2,35,1
3135,2,4,4,2,2,8,2,36,1
3136,1,2,1,2,2,7,4,65,1
3137,1,4,1,2,2,1,1,49,1
3138,2,4,1,2,2,1,6,48,1
3139,1,2,1,2,2,1,6,61,1
3140,1,4,4,2,2,1,4,25,0
3141,2,3,1,2,2,8,1,33,1
3142,2,4,4,2,2,10,2,25,1
3143,1,2,4,2,2,1,2,37,1
3144,2,2,1,2,2,8,6,61,1
3145,2,1,1,2,2,8,1,70,1
3146,2,2,1,2,2,1,6,55,1
3147,2,2,1,2,2,8,6,43,1
3148,1,2,3,2,2,1,2,55,1
3149,2,4,1,2,2,1,6,44,1
3150,2,3,1,2,2,1,6,55,1
3151,1,1,2,2,2,10,2,68,1
3152,2,1,1,2,2,8,6,75,1
3153,2,1,1,2,2,8,6,64,1
3154,2,4,1,2,2,8,4,35,1
3155,2,3,4,2,2,8,6,30,1
3156,2,3,1,2,2,8,2,45,1
3157,1,4,4,2,2,10,4,29,1
3158,2,4,1,2,2,10,4,32,1
3159,1,4,3,2,2,1,4,33,1
3160,1,2,1,2,2,9,2,54,1
3161,1,4,4,2,2,1,4,25,0
3162,1,2,1,2,2,1,3,47,1
3163,2,4,1,2,2,8,3,34,1
3164,1,7,1,2,2,7,6,82,1
3165,2,2,1,2,2,8,6,60,1
3166,1,2,3,2,2,9,3,63,1
3167,2,4,4,2,2,10,6,26,1
3168,2,4,1,2,2,8,4,43,1
3169,2,2,3,2,2,8,6,35,1
3170,1,4,3,2,2,10,6,40,1
3171,1,2,1,2,2,1,6,50,1
3172,1,3,1,2,2,1,6,63,1
3173,1,3,4,2,2,5,4,27,0
3174,1,1,1,2,2,1,6,55,1
3175,2,1,4,2,2,8,6,77,1
3176,2,4,4,2,2,1,6,62,1
3177,2,2,1,2,2,8,6,51,1
3178,2,4,3,2,2,7,6,57,1
3179,2,4,4,2,2,1,4,25,0
3180,1,2,1,2,2,9,4,83,1
3181,1,4,4,2,2,1,4,26,0
3182,2,2,1,2,2,8,4,40,1
3183,2,7,1,2,2,1,6,32,1
3184,2,4,1,2,2,1,4,32,1
3185,1,2,1,2,2,9,6,82,1
3186,2,7,1,2,2,1,4,34,1
3187,1,4,4,2,2,1,6,43,1
3188,1,2,1,2,2,1,6,55,1
3189,2,2,1,2,2,9,6,67,1
3190,1,2,1,2,2,7,6,81,1
3191,1,2,1,2,2,1,2,69,1
3192,1,96,1,2,2,7,2,76,1
3193,2,1,1,2,2,7,2,77,1
3194,2,3,1,2,2,1,2,55,1
3195,2,4,1,1,1,1,6,43,1
3196,2,3,1,1,2,1,2,38,1
3197,1,2,1,2,2,1,1,44,1
3198,1,4,4,2,2,1,4,32,1
3199,1,3,1,2,2,1,1,50,1
3200,2,1,1,2,2,1,3,59,1
3201,2,2,3,2,2,1,2,51,1
3202,1,4,1,1,2,1,1,50,1
3203,1,4,4,2,2,1,2,25,1
3204,2,4,4,2,2,1,6,33,1
3205,2,4,4,2,2,1,6,51,1
3206,1,2,4,2,2,1,1,38,1
3207,1,1,1,2,2,1,3,76,1
3208,2,3,1,2,2,1,1,66,1
3209,2,2,1,2,2,1,3,48,1
3210,1,4,4,2,2,6,2,31,0
3211,2,3,1,2,2,1,2,41,1
3212,1,2,4,2,2,1,2,43,1
3213,1,2,1,2,2,1,6,49,0
3214,1,3,1,2,2,1,2,62,1
3215,1,4,1,2,2,1,6,38,1
3216,2,4,1,2,2,1,6,38,1
3217,2,3,1,2,2,1,6,43,1
3218,1,4,4,2,2,1,2,40,1
3219,1,2,1,2,2,1,2,51,1
3220,2,1,3,2,2,1,2,52,1
3221,2,4,1,2,2,1,6,56,1
3222,1,1,1,2,2,9,6,80,1
3223,1,3,3,2,2,1,2,65,1
3224,1,2,1,2,2,7,3,65,1
3225,1,7,4,2,2,1,6,35,1
3226,2,1,2,2,2,8,4,75,1
3227,2,2,2,2,2,8,1,52,1
3228,2,2,1,2,2,1,4,25,0
3229,1,2,1,2,2,1,2,49,1
3230,1,2,1,2,2,1,4,60,1
3231,2,4,3,2,2,1,6,47,0
3232,2,96,1,2,2,1,1,64,1
3233,1,4,1,1,2,1,3,36,1
3234,1,4,1,2,2,1,6,30,1
3235,2,4,1,2,2,1,4,38,1
3236,2,2,1,2,2,8,2,49,1
3237,2,4,1,2,2,8,4,35,1
3238,1,3,4,2,2,1,6,45,1
3239,2,1,3,2,2,1,6,69,1
3240,2,2,3,2,2,1,6,60,1
3241,2,2,4,2,2,10,4,40,1
3242,1,1,4,2,2,9,1,42,1
3243,1,3,4,2,2,1,1,27,0
3244,2,4,4,2,2,5,6,26,0
3245,1,2,1,1,2,1,2,47,1
3246,1,4,1,1,2,1,4,40,1
3247,1,4,1,2,2,1,1,45,1
3248,2,4,1,2,2,1,6,44,1
3249,2,2,1,2,2,1,6,37,0
3250,2,1,2,2,2,7,4,73,1
3251,1,1,1,2,2,7,2,74,1
3252,2,3,3,2,2,1,2,59,1
3253,1,7,4,2,2,1,1,38,1
3254,2,4,4,2,1,1,2,32,1
3255,2,4,1,2,2,1,2,50,1
3256,2,2,1,2,2,1,6,38,1
3257,1,2,4,2,2,1,1,37,0
3258,2,4,4,2,2,1,2,36,0
3259,1,4,4,2,2,1,1,32,1
3260,1,2,4,2,2,5,2,54,0
3261,2,4,1,2,2,7,6,72,1
3262,1,2,1,2,2,1,1,57,1
3263,2,96,2,2,2,7,6,56,1
3264,2,2,4,2,2,1,6,39,1
3265,2,4,1,2,2,1,4,38,1
3266,1,4,4,2,2,1,2,34,1
3267,1,2,3,2,2,7,1,71,1
3268,2,4,1,2,2,8,1,28,0
3269,1,3,4,2,2,1,4,31,1
3270,1,4,1,1,2,1,2,40,1
3271,2,3,1,2,2,1,4,34,1
3272,2,3,3,2,2,1,2,55,1
3273,1,3,1,2,2,10,2,32,1
3274,1,2,1,2,2,7,4,75,1
3275,2,4,1,2,2,1,1,34,1
3276,2,2,1,2,2,8,6,42,0
3277,1,4,1,2,2,1,6,63,1
3278,1,4,4,2,2,1,6,27,0
3279,1,7,1,2,2,1,4,45,1
3280,2,7,4,2,2,1,4,30,1
3281,2,1,1,2,2,7,6,76,1
3282,1,3,1,2,2,1,3,55,1
3283,2,4,1,2,2,8,6,66,1
3284,1,3,1,1,1,1,6,37,1
3285,2,8,1,2,2,1,6,45,1
3286,1,4,4,2,2,1,3,27,0
3287,1,7,1,2,2,1,6,40,1
3288,2,2,2,2,2,7,6,75,1
3289,1,2,1,2,2,1,1,57,1
3290,2,2,1,2,2,1,4,61,1
3291,2,4,1,2,2,1,6,35,1
3292,1,2,1,2,2,7,1,73,1
3293,1,3,1,2,2,1,1,67,1
3294,2,4,1,2,2,8,6,49,1
3295,2,7,4,2,2,6,4,26,0
3296,1,4,1,1,2,1,4,49,1
3297,2,4,1,2,2,8,6,40,1
3298,2,4,1,2,2,7,6,67,1
3299,1,1,1,2,2,7,4,75,1
3300,2,96,1,2,2,1,6,90,1
3301,2,4,1,2,2,1,4,35,1
3302,2,1,4,2,2,9,4,28,0
3303,2,4,1,2,2,1,4,37,1
3304,2,7,1,2,2,1,2,38,1
3305,1,4,4,2,2,1,4,29,1
3306,1,2,4,2,2,1,1,47,1
3307,2,4,1,2,2,1,6,34,1
3308,1,7,1,2,2,1,6,39,1
3309,2,8,4,1,2,1,6,48,1
3310,1,2,1,2,2,7,4,70,1
3311,2,3,1,2,2,8,6,59,1
3312,1,3,1,2,2,1,4,56,1
3313,1,4,4,2,2,6,1,30,0
3314,2,8,4,2,2,1,6,39,1
3315,2,2,2,2,2,1,3,90,0
3316,2,3,2,1,2,7,6,59,1
3317,2,7,4,2,2,1,2,51,1
3318,1,7,1,2,2,1,1,52,1
3319,1,7,1,2,2,1,6,74,1
3320,2,3,3,2,2,5,6,65,1
3321,1,7,3,2,2,10,1,56,1
3322,2,4,4,2,2,1,6,39,1
3323,1,4,4,2,2,1,2,32,0
3324,2,4,1,2,2,1,1,31,1
3325,2,4,1,2,2,8,2,59,1
3326,1,7,1,2,1,1,4,69,1
3327,2,4,1,2,2,1,4,46,1
3328,2,4,4,2,2,7,6,74,1
3329,2,4,1,2,2,1,6,31,1
3330,1,7,3,2,2,7,1,77,1
3331,1,4,4,2,2,1,1,31,1
3332,2,8,4,2,2,1,1,29,1
3333,2,3,1,2,2,8,4,41,1
3334,2,2,1,2,2,8,2,28,0
3335,1,4,1,2,2,1,6,37,1
3336,2,2,1,2,2,1,3,41,1
3337,2,96,4,2,2,1,2,52,1
3338,1,3,1,1,2,1,6,51,1
3339,1,2,1,2,2,1,6,56,1
3340,2,4,1,2,2,1,1,51,1
3341,1,2,1,2,2,4,6,67,1
3342,1,4,1,2,2,1,4,39,1
3343,1,4,1,2,2,1,4,43,1
3344,2,4,1,2,2,10,6,38,1
3345,1,3,1,2,2,1,2,25,0
3346,2,7,1,2,2,1,6,29,1
3347,2,2,3,2,2,1,6,66,1
3348,2,3,1,2,2,1,6,53,1
3349,2,1,1,2,2,1,6,45,1
3350,2,4,4,2,2,1,6,36,1
3351,1,4,1,2,2,1,2,52,1
3352,2,7,4,1,2,1,6,77,1
3353,1,8,1,2,1,1,6,40,1
3354,1,4,1,2,2,7,4,65,1
3355,2,7,2,1,2,1,2,61,1
3356,2,4,1,2,2,6,6,41,1
3357,1,3,1,2,2,1,3,38,1
3358,1,4,1,1,1,1,4,31,1
3359,2,4,3,2,2,1,6,39,1
3360,2,4,4,2,2,6,6,25,0
3361,1,1,1,2,2,1,4,62,1
3362,1,7,1,1,1,1,6,42,1
3363,2,2,2,2,2,7,6,85,1
3364,1,2,1,2,2,1,2,51,1
3365,2,4,1,2,1,1,6,42,1
3366,2,2,1,2,2,8,4,68,1
3367,2,7,1,2,2,1,6,65,1
3368,2,2,1,2,2,8,6,62,1
3369,1,2,1,2,2,1,6,64,1
3370,2,2,3,2,2,9,6,41,1
3371,2,1,1,2,2,1,6,56,1
3372,1,2,1,2,2,1,2,43,1
3373,2,2,1,2,2,1,2,29,1
3374,1,3,1,2,2,1,2,38,1
3375,2,3,4,2,2,1,4,27,1
3376,2,7,1,2,2,1,2,46,1
3377,1,3,4,2,2,1,4,38,1
3378,2,3,1,2,2,1,6,33,1
3379,2,4,1,2,2,1,6,33,1
3380,2,2,1,2,2,1,6,45,1
3381,2,2,1,2,2,1,4,54,1
3382,1,1,2,2,2,7,4,71,1
3383,1,4,4,2,2,1,6,29,1
3384,1,2,1,2,2,1,6,44,1
3385,1,4,1,2,2,1,4,37,1
3386,2,7,1,2,2,1,6,43,1
3387,1,3,1,2,2,1,6,59,1
3388,1,3,2,2,2,1,4,78,1
3389,1,4,4,2,2,6,1,28,0
3390,2,2,1,2,2,8,6,71,1
3391,2,4,4,2,2,10,6,28,0
3392,2,7,2,2,2,1,3,50,1
3393,1,4,4,1,2,1,4,32,1
3394,2,3,1,1,2,1,4,53,1
3395,1,2,3,2,2,1,6,47,1
3396,1,4,4,2,2,1,2,36,1
3397,2,4,1,2,2,1,4,42,1
3398,1,3,1,2,2,1,3,57,1
3399,1,2,4,2,2,1,6,69,1
3400,1,2,1,2,2,1,6,64,1
3401,1,2,1,1,2,1,1,48,1
3402,2,4,4,2,2,8,6,29,0
3403,1,3,1,2,2,7,6,73,1
3404,2,2,1,2,2,1,6,68,0
3405,2,1,1,2,2,1,6,52,1
3406,2,4,4,2,2,1,6,32,1
3407,1,4,1,2,2,1,6,40,1
3408,1,96,3,2,2,1,2,60,1
3409,2,4,3,1,2,1,6,44,1
3410,2,3,4,2,2,6,6,24,0
3411,2,7,1,1,2,1,6,61,1
3412,1,4,1,2,2,1,6,36,1
3413,1,4,1,1,1,1,4,49,1
3414,2,4,4,2,2,6,6,37,1
3415,1,1,1,2,2,9,4,57,0
3416,2,2,1,2,2,8,6,58,1
3417,2,4,1,2,2,1,6,34,1
3418,2,4,1,2,2,1,6,29,0
3419,2,7,1,2,2,1,4,46,1
3420,2,2,1,2,2,1,4,69,1
3421,1,2,1,2,2,1,4,46,0
3422,2,2,1,2,2,10,6,58,0
3423,1,4,4,2,2,1,6,33,1
3424,1,2,4,2,2,6,4,25,0
3425,2,3,1,2,2,1,6,51,1
3426,2,2,4,1,1,1,2,41,1
3427,1,3,1,2,2,5,3,27,0
3428,2,1,1,2,2,1,3,61,1
3429,1,2,1,2,2,7,6,86,1
3430,1,3,1,2,1,1,4,67,1
3431,1,3,1,2,2,1,4,56,1
3432,2,4,1,2,2,8,4,46,1
3433,1,4,1,1,1,1,4,44,1
3434,1,3,1,1,1,1,4,37,1
3435,1,7,1,2,2,1,4,34,1
3436,1,4,1,1,2,1,4,59,1
3437,2,4,1,1,2,1,4,64,1
3438,2,2,1,2,2,8,3,68,1
3439,2,4,1,2,2,1,4,31,1
3440,2,4,1,1,1,1,3,33,1
3441,1,4,3,1,2,1,1,42,1
3442,1,2,1,1,1,7,6,73,1
3443,2,4,4,1,1,1,2,52,1
3444,2,2,2,2,2,7,6,63,1
3445,2,1,2,1,2,7,6,80,1
3446,1,4,1,1,1,1,3,43,1
3447,2,4,4,1,1,1,2,33,1
3448,2,4,1,1,1,1,2,53,1
3449,1,2,1,1,1,1,1,63,0
3450,1,1,1,1,1,7,2,77,0
3451,1,4,3,1,1,1,2,37,1
3452,2,3,1,2,2,8,2,27,0
3453,1,3,4,2,2,1,1,26,0
3454,1,3,1,2,2,1,3,50,1
3455,1,4,3,2,2,1,1,62,1
3456,2,4,1,2,2,1,3,52,1
3457,2,4,1,2,2,1,2,32,1
3458,2,2,1,2,2,9,3,62,1
3459,2,3,1,2,2,1,6,74,1
3460,1,3,1,2,2,1,6,71,1
3461,1,4,1,2,2,7,4,72,1
3462,1,2,1,2,2,1,1,57,1
3463,1,3,1,1,2,1,3,42,1
3464,2,2,1,2,2,1,3,64,1
3465,1,2,1,2,2,1,2,47,0
3466,2,3,1,2,2,1,2,41,1
3467,1,2,1,2,2,1,2,40,1
3468,2,2,1,1,2,1,4,60,1
3469,2,4,1,2,2,1,4,61,1
3470,1,3,1,2,2,7,3,62,1
3471,1,2,1,2,2,10,2,27,1
3472,2,2,1,2,2,8,3,54,1
3473,2,3,1,2,2,1,4,29,1
3474,2,2,1,2,2,8,6,66,1
3475,1,4,1,2,2,1,2,51,1
3476,2,3,1,2,2,1,2,42,0
3477,1,7,1,2,2,7,2,78,1
3478,2,3,1,2,2,8,2,53,1
3479,2,3,1,2,2,1,1,30,1
3480,2,4,1,2,2,1,3,61,1
3481,1,1,1,1,2,7,2,69,1
3482,1,4,1,2,2,1,4,36,1
3483,2,7,1,2,2,1,6,67,1
3484,2,2,4,2,2,7,4,72,1
3485,2,3,1,2,2,8,2,41,1
3486,2,3,1,2,2,1,4,42,1
3487,2,3,4,2,2,1,1,31,1
3488,1,2,1,2,2,7,2,73,1
3489,1,3,1,2,2,1,4,31,1
3490,1,4,1,2,2,1,3,40,1
3491,2,3,4,2,2,1,3,35,1
3492,2,3,1,2,2,1,4,51,1
3493,1,3,1,2,2,7,4,58,1
3494,2,2,1,2,2,7,1,61,1
3495,2,2,1,2,2,1,6,69,1
3496,2,2,3,2,2,10,2,58,1
3497,1,1,1,2,2,1,4,70,1
3498,1,3,4,2,2,1,1,28,0
3499,2,1,1,2,2,9,4,78,1
3500,1,2,3,2,2,1,3,34,1
3501,1,4,1,2,2,1,6,33,0
3502,2,4,1,2,2,1,3,29,1
3503,2,2,1,1,2,1,3,45,1
3504,1,1,1,1,1,1,2,61,1
3505,1,4,1,2,2,1,4,62,1
3506,1,4,1,2,1,1,2,45,1
3507,2,3,1,2,2,8,6,53,1
3508,1,2,1,2,2,7,6,52,1
3509,1,2,4,2,2,1,2,32,0
3510,2,2,1,2,2,10,6,48,1
3511,2,2,1,2,2,7,6,75,1
3512,1,2,1,2,2,7,2,79,1
3513,2,2,1,2,1,1,4,70,1
3514,2,4,1,2,2,1,6,39,1
3515,2,4,1,2,1,8,6,34,1
3516,2,4,1,2,2,1,2,37,1
3517,2,4,1,2,2,1,2,30,1
3518,2,7,1,2,2,1,3,44,0
3519,1,4,1,2,2,1,6,64,1
3520,1,7,1,2,1,1,4,36,1
3521,1,2,3,2,2,9,3,76,1
3522,1,2,1,2,2,1,2,45,1
3523,1,1,1,2,2,1,6,58,1
3524,1,3,4,2,2,1,2,26,1
3525,2,1,1,2,2,1,6,62,1
3526,2,2,1,2,2,1,6,77,1
3527,2,2,4,2,2,7,2,73,1
3528,2,3,1,2,2,1,1,26,0
3529,1,4,4,2,2,1,3,67,1
3530,1,4,1,2,2,1,2,57,1
3531,2,2,4,2,2,1,2,83,1
3532,2,4,2,2,2,7,2,65,1
3533,1,3,1,2,2,7,6,74,1
3534,1,3,4,2,2,1,6,25,0
3535,2,8,2,2,2,1,2,55,1
3536,1,4,1,2,2,1,2,37,1
3537,1,2,1,2,2,1,2,47,1
3538,1,4,4,2,2,1,6,51,1
3539,2,4,1,2,2,1,1,42,1
3540,2,2,1,2,2,1,1,45,1
3541,2,3,1,2,2,1,1,39,1
3542,2,2,1,2,2,7,2,67,1
3543,2,4,1,2,2,1,3,37,1
3544,1,2,1,2,2,1,4,49,1
3545,1,2,2,2,2,7,4,77,1
3546,2,2,1,2,2,1,4,75,1
3547,1,2,1,2,2,1,3,59,1
3548,2,3,1,1,2,1,2,53,1
3549,1,4,4,2,2,6,1,30,1
3550,1,4,1,2,2,1,3,41,1
3551,2,4,4,2,2,5,1,24,0
3552,1,1,1,2,2,1,4,66,1
3553,1,4,1,2,2,1,3,53,1
3554,2,4,4,2,2,1,2,25,0
3555,1,2,1,2,2,7,4,82,1
3556,2,2,1,2,2,1,4,55,1
3557,2,4,1,2,2,1,2,65,1
3558,1,4,4,2,2,1,1,30,1
3559,2,2,1,2,2,7,6,73,1
3560,1,3,1,2,2,1,4,63,1
3561,1,4,4,2,2,6,1,28,1
3562,1,4,1,2,2,1,2,44,1
3563,2,4,1,2,2,1,2,38,1
3564,1,2,1,1,2,1,3,58,1
3565,2,2,1,2,2,8,3,47,1
3566,2,3,1,2,2,1,2,37,1
3567,1,3,1,1,2,1,2,39,1
3568,1,3,4,2,2,1,1,33,1
3569,1,4,4,2,2,1,2,33,1
3570,2,4,4,2,2,1,6,48,1
3571,2,1,1,2,2,7,4,76,1
3572,2,2,2,1,2,7,6,81,1
3573,1,1,1,1,2,7,6,71,1
3574,1,2,1,2,2,9,2,76,1
3575,2,4,1,2,2,8,4,42,1
3576,2,4,4,2,2,1,6,31,1
3577,2,2,2,2,2,9,4,69,1
3578,2,2,4,2,2,1,4,33,1
3579,1,2,4,2,2,1,4,55,1
3580,1,4,4,2,2,1,4,25,1
3581,1,2,1,1,2,1,4,51,1
3582,2,7,1,2,2,1,2,61,1
3583,1,3,1,2,2,7,2,67,1
3584,2,1,4,2,2,1,6,67,1
3585,2,2,1,2,2,10,6,62,1
3586,2,3,1,2,2,1,2,32,1
3587,1,2,4,2,2,1,1,35,0
3588,2,2,1,2,2,8,6,66,1
3589,1,1,1,2,2,1,6,57,1
3590,1,4,1,2,2,1,2,42,1
3591,1,2,1,2,2,1,6,40,1
3592,1,2,1,2,2,1,2,53,0
3593,1,4,4,2,2,1,2,38,1
3594,2,3,1,2,2,1,2,40,1
3595,1,4,4,2,2,1,1,30,1
3596,2,3,1,2,2,1,1,58,1
3597,1,2,1,1,1,7,6,60,1
3598,1,2,1,2,2,1,6,57,1
3599,1,4,1,2,2,1,2,35,0
3600,1,2,1,2,2,1,1,41,0
3601,1,3,4,2,2,1,1,24,0
3602,2,4,1,2,2,8,6,37,1
3603,2,2,1,2,2,8,2,49,1
3604,2,4,1,2,2,1,6,41,1
3605,2,3,1,2,2,8,1,34,1
3606,2,2,1,2,2,1,1,44,1
3607,1,4,1,2,2,1,1,59,1
3608,2,3,1,2,2,1,1,48,1
3609,2,3,1,2,2,8,1,53,1
3610,2,4,4,2,2,1,2,31,1
3611,1,2,3,2,2,1,4,69,1
3612,1,3,4,2,2,1,6,32,1
3613,2,2,1,2,2,1,6,65,1
3614,1,4,1,2,2,1,6,31,1
3615,1,2,1,2,2,7,2,74,1
3616,2,2,1,2,2,8,4,64,1
3617,1,2,1,2,1,7,3,73,1
3618,1,2,4,2,2,1,6,56,1
3619,1,3,4,2,2,1,2,52,1
3620,2,3,1,2,2,1,4,59,1
3621,1,3,1,2,2,1,4,55,1
3622,2,2,1,2,2,8,4,47,1
3623,2,4,4,2,2,1,6,55,1
3624,1,2,1,2,2,1,6,65,1
3625,1,4,1,2,2,1,2,60,0
3626,2,1,1,2,2,1,4,62,1
3627,1,1,1,2,2,1,4,72,1
3628,2,4,1,2,2,8,4,60,1
3629,2,2,1,2,2,8,2,48,1
3630,2,1,1,2,2,8,6,40,1
3631,1,4,1,2,2,1,4,46,1
3632,2,2,2,2,2,7,4,60,1
3633,1,2,1,2,2,1,6,41,1
3634,2,2,3,2,2,1,6,36,1
3635,1,4,1,2,2,1,6,36,1
3636,1,3,4,1,2,1,6,31,1
3637,2,4,4,2,2,1,6,31,1
3638,2,1,2,2,2,1,6,72,1
3639,1,1,1,2,2,7,6,76,1
3640,1,2,1,2,2,1,6,71,1
3641,1,7,4,1,2,1,3,54,1
3642,2,4,2,2,2,7,3,83,1
3643,2,7,1,2,2,1,4,48,1
3644,1,7,1,2,2,1,3,48,1
3645,2,7,1,1,2,1,4,41,1
3646,2,4,4,2,2,6,6,25,0
3647,2,7,4,2,2,1,4,53,1
3648,1,4,4,2,2,1,4,32,1
3649,1,4,4,2,2,6,6,29,0
3650,2,8,4,2,1,1,6,35,1
3651,2,3,4,2,2,1,3,28,1
3652,2,4,1,2,2,8,6,46,1
3653,1,4,1,2,2,1,4,48,1
3654,2,7,1,2,2,1,6,52,1
3655,1,4,1,2,2,1,1,58,1
3656,1,7,4,2,2,1,3,41,1
3657,2,4,1,2,2,1,4,49,1
3658,1,4,4,2,2,1,6,25,1
3659,2,4,1,2,2,1,4,83,1
3660,2,4,1,2,2,1,6,32,1
3661,2,4,4,2,2,1,4,34,1
